TicketType,TrainType,StationNo,StationName,TransactionDate,Enter,Exit
一般,捷運,R12,後驛站,20210622 06:15:00,23,9
一般,捷運,R12,後驛站,20210622 06:30:00,36,8
一般,捷運,R12,後驛站,20210622 06:45:00,46,13
一般,捷運,R12,後驛站,20210622 07:00:00,47,28
一般,捷運,R12,後驛站,20210622 07:15:00,47,34
一般,捷運,R12,後驛站,20210622 07:30:00,51,73
一般,捷運,R12,後驛站,20210622 07:45:00,45,39
一般,捷運,R12,後驛站,20210622 08:00:00,33,45
一般,捷運,R12,後驛站,20210622 08:15:00,21,52
一般,捷運,R12,後驛站,20210622 08:30:00,17,45
一般,捷運,R12,後驛站,20210622 08:45:00,11,16
一般,捷運,R12,後驛站,20210622 09:00:00,16,35
一般,捷運,R12,後驛站,20210622 09:15:00,10,20
一般,捷運,R12,後驛站,20210622 09:30:00,12,23
一般,捷運,R12,後驛站,20210622 09:45:00,28,18
一般,捷運,R12,後驛站,20210622 10:00:00,11,16
一般,捷運,R12,後驛站,20210622 10:15:00,6,8
一般,捷運,R12,後驛站,20210622 10:30:00,9,15
一般,捷運,R12,後驛站,20210622 10:45:00,25,11
一般,捷運,R12,後驛站,20210622 11:00:00,17,10
一般,捷運,R12,後驛站,20210622 11:15:00,14,5
一般,捷運,R12,後驛站,20210622 11:30:00,11,17
一般,捷運,R12,後驛站,20210622 11:45:00,13,8
一般,捷運,R12,後驛站,20210622 12:00:00,13,24
一般,捷運,R12,後驛站,20210622 12:15:00,8,6
一般,捷運,R12,後驛站,20210622 12:30:00,14,14
一般,捷運,R12,後驛站,20210622 12:45:00,7,11
一般,捷運,R12,後驛站,20210622 13:00:00,17,18
一般,捷運,R12,後驛站,20210622 13:15:00,14,5
一般,捷運,R12,後驛站,20210622 13:30:00,12,17
一般,捷運,R12,後驛站,20210622 13:45:00,9,7
一般,捷運,R12,後驛站,20210622 14:00:00,14,15
一般,捷運,R12,後驛站,20210622 14:15:00,12,5
一般,捷運,R12,後驛站,20210622 14:30:00,22,12
一般,捷運,R12,後驛站,20210622 14:45:00,13,15
一般,捷運,R12,後驛站,20210622 15:00:00,13,13
一般,捷運,R12,後驛站,20210622 15:15:00,14,7
一般,捷運,R12,後驛站,20210622 15:30:00,19,19
一般,捷運,R12,後驛站,20210622 15:45:00,14,12
一般,捷運,R12,後驛站,20210622 16:00:00,12,21
一般,捷運,R12,後驛站,20210622 16:15:00,22,15
一般,捷運,R12,後驛站,20210622 16:30:00,23,18
一般,捷運,R12,後驛站,20210622 16:45:00,12,11
一般,捷運,R12,後驛站,20210622 17:00:00,19,33
一般,捷運,R12,後驛站,20210622 17:15:00,33,38
一般,捷運,R12,後驛站,20210622 17:30:00,36,34
一般,捷運,R12,後驛站,20210622 17:45:00,74,52
一般,捷運,R12,後驛站,20210622 18:00:00,54,64
一般,捷運,R12,後驛站,20210622 18:15:00,54,46
一般,捷運,R12,後驛站,20210622 18:30:00,39,39
一般,捷運,R12,後驛站,20210622 18:45:00,31,26
一般,捷運,R12,後驛站,20210622 19:00:00,24,25
一般,捷運,R12,後驛站,20210622 19:15:00,16,28
一般,捷運,R12,後驛站,20210622 19:30:00,9,19
一般,捷運,R12,後驛站,20210622 19:45:00,10,18
一般,捷運,R12,後驛站,20210622 20:00:00,13,36
一般,捷運,R12,後驛站,20210622 20:15:00,7,10
一般,捷運,R12,後驛站,20210622 20:30:00,11,21
一般,捷運,R12,後驛站,20210622 20:45:00,4,4
一般,捷運,R12,後驛站,20210622 21:00:00,5,13
一般,捷運,R12,後驛站,20210622 21:15:00,3,6
一般,捷運,R12,後驛站,20210622 21:30:00,5,6
一般,捷運,R12,後驛站,20210622 21:45:00,5,6
一般,捷運,R12,後驛站,20210622 22:00:00,8,6
一般,捷運,R12,後驛站,20210622 22:15:00,5,3
一般,捷運,R12,後驛站,20210622 22:30:00,0,8
一般,捷運,R12,後驛站,20210622 22:45:00,0,4
一般,捷運,R12,後驛站,20210622 23:00:00,5,3
一般,捷運,R12,後驛站,20210622 23:15:00,2,4
一般,捷運,R11,高雄車站,20210622 05:30:00,3,0
一般,捷運,R11,高雄車站,20210622 05:45:00,4,0
一般,捷運,R11,高雄車站,20210622 06:00:00,1,24
一般,捷運,R11,高雄車站,20210622 06:15:00,28,17
一般,捷運,R11,高雄車站,20210622 06:30:00,15,20
一般,捷運,R11,高雄車站,20210622 06:45:00,18,39
一般,捷運,R11,高雄車站,20210622 07:00:00,69,32
一般,捷運,R11,高雄車站,20210622 07:15:00,45,32
一般,捷運,R11,高雄車站,20210622 07:30:00,83,27
一般,捷運,R11,高雄車站,20210622 07:45:00,91,33
一般,捷運,R11,高雄車站,20210622 08:00:00,40,20
一般,捷運,R11,高雄車站,20210622 08:15:00,59,21
一般,捷運,R11,高雄車站,20210622 08:30:00,21,19
一般,捷運,R11,高雄車站,20210622 08:45:00,31,16
一般,捷運,R11,高雄車站,20210622 09:00:00,17,18
一般,捷運,R11,高雄車站,20210622 09:15:00,23,8
一般,捷運,R11,高雄車站,20210622 09:30:00,24,16
一般,捷運,R11,高雄車站,20210622 09:45:00,17,7
一般,捷運,R11,高雄車站,20210622 10:00:00,12,11
一般,捷運,R11,高雄車站,20210622 10:15:00,30,13
一般,捷運,R11,高雄車站,20210622 10:30:00,10,18
一般,捷運,R11,高雄車站,20210622 10:45:00,43,11
一般,捷運,R11,高雄車站,20210622 11:00:00,5,15
一般,捷運,R11,高雄車站,20210622 11:15:00,8,6
一般,捷運,R11,高雄車站,20210622 11:30:00,20,12
一般,捷運,R11,高雄車站,20210622 11:45:00,22,9
一般,捷運,R11,高雄車站,20210622 12:00:00,21,17
一般,捷運,R11,高雄車站,20210622 12:15:00,13,11
一般,捷運,R11,高雄車站,20210622 12:30:00,12,17
一般,捷運,R11,高雄車站,20210622 12:45:00,14,6
一般,捷運,R11,高雄車站,20210622 13:00:00,8,17
一般,捷運,R11,高雄車站,20210622 13:15:00,25,9
一般,捷運,R11,高雄車站,20210622 13:30:00,10,13
一般,捷運,R11,高雄車站,20210622 13:45:00,14,10
一般,捷運,R11,高雄車站,20210622 14:00:00,3,15
一般,捷運,R11,高雄車站,20210622 14:15:00,15,10
一般,捷運,R11,高雄車站,20210622 14:30:00,10,16
一般,捷運,R11,高雄車站,20210622 14:45:00,11,17
一般,捷運,R11,高雄車站,20210622 15:00:00,22,13
一般,捷運,R11,高雄車站,20210622 15:15:00,16,14
一般,捷運,R11,高雄車站,20210622 15:30:00,15,38
一般,捷運,R11,高雄車站,20210622 15:45:00,17,14
一般,捷運,R11,高雄車站,20210622 16:00:00,9,11
一般,捷運,R11,高雄車站,20210622 16:15:00,6,20
一般,捷運,R11,高雄車站,20210622 16:30:00,21,19
一般,捷運,R11,高雄車站,20210622 16:45:00,10,34
一般,捷運,R11,高雄車站,20210622 17:00:00,40,41
一般,捷運,R11,高雄車站,20210622 17:15:00,40,47
一般,捷運,R11,高雄車站,20210622 17:30:00,17,66
一般,捷運,R11,高雄車站,20210622 17:45:00,26,81
一般,捷運,R11,高雄車站,20210622 18:00:00,36,63
一般,捷運,R11,高雄車站,20210622 18:15:00,42,71
一般,捷運,R11,高雄車站,20210622 18:30:00,24,35
一般,捷運,R11,高雄車站,20210622 18:45:00,40,20
一般,捷運,R11,高雄車站,20210622 19:00:00,19,36
一般,捷運,R11,高雄車站,20210622 19:15:00,16,24
一般,捷運,R11,高雄車站,20210622 19:30:00,21,20
一般,捷運,R11,高雄車站,20210622 19:45:00,14,24
一般,捷運,R11,高雄車站,20210622 20:00:00,16,18
一般,捷運,R11,高雄車站,20210622 20:15:00,8,41
一般,捷運,R11,高雄車站,20210622 20:30:00,12,17
一般,捷運,R11,高雄車站,20210622 20:45:00,6,14
一般,捷運,R11,高雄車站,20210622 21:00:00,14,10
一般,捷運,R11,高雄車站,20210622 21:15:00,2,12
一般,捷運,R11,高雄車站,20210622 21:30:00,7,8
一般,捷運,R11,高雄車站,20210622 21:45:00,6,3
一般,捷運,R11,高雄車站,20210622 22:00:00,7,5
一般,捷運,R11,高雄車站,20210622 22:15:00,8,5
一般,捷運,R11,高雄車站,20210622 22:30:00,21,2
一般,捷運,R11,高雄車站,20210622 22:45:00,0,4
一般,捷運,R11,高雄車站,20210622 23:00:00,1,1
一般,捷運,R11,高雄車站,20210622 23:15:00,3,6
一般,捷運,R9,中央公園站,20210622 05:30:00,3,0
一般,捷運,R9,中央公園站,20210622 05:45:00,1,0
一般,捷運,R9,中央公園站,20210622 06:00:00,5,3
一般,捷運,R9,中央公園站,20210622 06:15:00,16,3
一般,捷運,R9,中央公園站,20210622 06:30:00,16,4
一般,捷運,R9,中央公園站,20210622 06:45:00,14,9
一般,捷運,R9,中央公園站,20210622 07:00:00,22,4
一般,捷運,R9,中央公園站,20210622 07:15:00,20,13
一般,捷運,R9,中央公園站,20210622 07:30:00,14,21
一般,捷運,R9,中央公園站,20210622 07:45:00,16,39
一般,捷運,R9,中央公園站,20210622 08:00:00,12,24
一般,捷運,R9,中央公園站,20210622 08:15:00,16,31
一般,捷運,R9,中央公園站,20210622 08:30:00,12,31
一般,捷運,R9,中央公園站,20210622 08:45:00,9,14
一般,捷運,R9,中央公園站,20210622 09:00:00,7,12
一般,捷運,R9,中央公園站,20210622 09:15:00,12,17
一般,捷運,R9,中央公園站,20210622 09:30:00,6,11
一般,捷運,R9,中央公園站,20210622 09:45:00,2,8
一般,捷運,R9,中央公園站,20210622 10:00:00,9,10
一般,捷運,R9,中央公園站,20210622 10:15:00,7,15
一般,捷運,R9,中央公園站,20210622 10:30:00,9,17
一般,捷運,R9,中央公園站,20210622 10:45:00,9,7
一般,捷運,R9,中央公園站,20210622 11:00:00,6,13
一般,捷運,R9,中央公園站,20210622 11:15:00,9,8
一般,捷運,R9,中央公園站,20210622 11:30:00,8,11
一般,捷運,R9,中央公園站,20210622 11:45:00,5,15
一般,捷運,R9,中央公園站,20210622 12:00:00,7,10
一般,捷運,R9,中央公園站,20210622 12:15:00,4,8
一般,捷運,R9,中央公園站,20210622 12:30:00,0,10
一般,捷運,R9,中央公園站,20210622 12:45:00,5,14
一般,捷運,R9,中央公園站,20210622 13:00:00,9,12
一般,捷運,R9,中央公園站,20210622 13:15:00,6,8
一般,捷運,R9,中央公園站,20210622 13:30:00,10,7
一般,捷運,R9,中央公園站,20210622 13:45:00,10,13
一般,捷運,R9,中央公園站,20210622 14:00:00,6,5
一般,捷運,R9,中央公園站,20210622 14:15:00,8,7
一般,捷運,R9,中央公園站,20210622 14:30:00,3,8
一般,捷運,R9,中央公園站,20210622 14:45:00,10,9
一般,捷運,R9,中央公園站,20210622 15:00:00,7,9
一般,捷運,R9,中央公園站,20210622 15:15:00,6,5
一般,捷運,R9,中央公園站,20210622 15:30:00,7,7
一般,捷運,R9,中央公園站,20210622 15:45:00,8,6
一般,捷運,R9,中央公園站,20210622 16:00:00,10,15
一般,捷運,R9,中央公園站,20210622 16:15:00,17,6
一般,捷運,R9,中央公園站,20210622 16:30:00,8,3
一般,捷運,R9,中央公園站,20210622 16:45:00,16,16
一般,捷運,R9,中央公園站,20210622 17:00:00,13,9
一般,捷運,R9,中央公園站,20210622 17:15:00,18,18
一般,捷運,R9,中央公園站,20210622 17:30:00,23,12
一般,捷運,R9,中央公園站,20210622 17:45:00,35,20
一般,捷運,R9,中央公園站,20210622 18:00:00,33,28
一般,捷運,R9,中央公園站,20210622 18:15:00,35,29
一般,捷運,R9,中央公園站,20210622 18:30:00,25,17
一般,捷運,R9,中央公園站,20210622 18:45:00,14,15
一般,捷運,R9,中央公園站,20210622 19:00:00,18,12
一般,捷運,R9,中央公園站,20210622 19:15:00,17,11
一般,捷運,R9,中央公園站,20210622 19:30:00,19,10
一般,捷運,R9,中央公園站,20210622 19:45:00,13,6
一般,捷運,R9,中央公園站,20210622 20:00:00,9,7
一般,捷運,R9,中央公園站,20210622 20:15:00,21,20
一般,捷運,R9,中央公園站,20210622 20:30:00,9,9
一般,捷運,R9,中央公園站,20210622 20:45:00,9,9
一般,捷運,R9,中央公園站,20210622 21:00:00,9,5
一般,捷運,R9,中央公園站,20210622 21:15:00,16,8
一般,捷運,R9,中央公園站,20210622 21:30:00,5,1
一般,捷運,R9,中央公園站,20210622 21:45:00,1,6
一般,捷運,R9,中央公園站,20210622 22:00:00,11,2
一般,捷運,R9,中央公園站,20210622 22:15:00,4,3
一般,捷運,R9,中央公園站,20210622 22:30:00,1,3
一般,捷運,R9,中央公園站,20210622 22:45:00,1,3
一般,捷運,R9,中央公園站,20210622 23:00:00,2,0
一般,捷運,R9,中央公園站,20210622 23:15:00,4,2
一般,捷運,R9,中央公園站,20210622 23:30:00,0,1
一般,捷運,R8,三多商圈站,20210622 05:30:00,4,0
一般,捷運,R8,三多商圈站,20210622 05:45:00,9,0
一般,捷運,R8,三多商圈站,20210622 06:00:00,20,1
一般,捷運,R8,三多商圈站,20210622 06:15:00,39,2
一般,捷運,R8,三多商圈站,20210622 06:30:00,42,11
一般,捷運,R8,三多商圈站,20210622 06:45:00,42,10
一般,捷運,R8,三多商圈站,20210622 07:00:00,49,21
一般,捷運,R8,三多商圈站,20210622 07:15:00,58,39
一般,捷運,R8,三多商圈站,20210622 07:30:00,38,52
一般,捷運,R8,三多商圈站,20210622 07:45:00,54,82
一般,捷運,R8,三多商圈站,20210622 08:00:00,38,102
一般,捷運,R8,三多商圈站,20210622 08:15:00,27,82
一般,捷運,R8,三多商圈站,20210622 08:30:00,33,74
一般,捷運,R8,三多商圈站,20210622 08:45:00,21,49
一般,捷運,R8,三多商圈站,20210622 09:00:00,11,26
一般,捷運,R8,三多商圈站,20210622 09:15:00,13,26
一般,捷運,R8,三多商圈站,20210622 09:30:00,10,22
一般,捷運,R8,三多商圈站,20210622 09:45:00,10,14
一般,捷運,R8,三多商圈站,20210622 10:00:00,15,23
一般,捷運,R8,三多商圈站,20210622 10:15:00,19,14
一般,捷運,R8,三多商圈站,20210622 10:30:00,19,28
一般,捷運,R8,三多商圈站,20210622 10:45:00,23,30
一般,捷運,R8,三多商圈站,20210622 11:00:00,18,61
一般,捷運,R8,三多商圈站,20210622 11:15:00,24,30
一般,捷運,R8,三多商圈站,20210622 11:30:00,14,31
一般,捷運,R8,三多商圈站,20210622 11:45:00,11,13
一般,捷運,R8,三多商圈站,20210622 12:00:00,21,20
一般,捷運,R8,三多商圈站,20210622 12:15:00,13,15
一般,捷運,R8,三多商圈站,20210622 12:30:00,13,23
一般,捷運,R8,三多商圈站,20210622 12:45:00,19,13
一般,捷運,R8,三多商圈站,20210622 13:00:00,14,14
一般,捷運,R8,三多商圈站,20210622 13:15:00,9,7
一般,捷運,R8,三多商圈站,20210622 13:30:00,14,20
一般,捷運,R8,三多商圈站,20210622 13:45:00,14,9
一般,捷運,R8,三多商圈站,20210622 14:00:00,19,17
一般,捷運,R8,三多商圈站,20210622 14:15:00,12,6
一般,捷運,R8,三多商圈站,20210622 14:30:00,15,12
一般,捷運,R8,三多商圈站,20210622 14:45:00,15,14
一般,捷運,R8,三多商圈站,20210622 15:00:00,16,13
一般,捷運,R8,三多商圈站,20210622 15:15:00,18,12
一般,捷運,R8,三多商圈站,20210622 15:30:00,18,14
一般,捷運,R8,三多商圈站,20210622 15:45:00,12,11
一般,捷運,R8,三多商圈站,20210622 16:00:00,16,21
一般,捷運,R8,三多商圈站,20210622 16:15:00,19,7
一般,捷運,R8,三多商圈站,20210622 16:30:00,18,31
一般,捷運,R8,三多商圈站,20210622 16:45:00,25,28
一般,捷運,R8,三多商圈站,20210622 17:00:00,44,42
一般,捷運,R8,三多商圈站,20210622 17:15:00,38,41
一般,捷運,R8,三多商圈站,20210622 17:30:00,61,44
一般,捷運,R8,三多商圈站,20210622 17:45:00,80,64
一般,捷運,R8,三多商圈站,20210622 18:00:00,93,43
一般,捷運,R8,三多商圈站,20210622 18:15:00,90,48
一般,捷運,R8,三多商圈站,20210622 18:30:00,66,57
一般,捷運,R8,三多商圈站,20210622 18:45:00,43,50
一般,捷運,R8,三多商圈站,20210622 19:00:00,39,37
一般,捷運,R8,三多商圈站,20210622 19:15:00,29,22
一般,捷運,R8,三多商圈站,20210622 19:30:00,32,24
一般,捷運,R8,三多商圈站,20210622 19:45:00,20,24
一般,捷運,R8,三多商圈站,20210622 20:00:00,80,28
一般,捷運,R8,三多商圈站,20210622 20:15:00,31,23
一般,捷運,R8,三多商圈站,20210622 20:30:00,47,34
一般,捷運,R8,三多商圈站,20210622 20:45:00,26,14
一般,捷運,R8,三多商圈站,20210622 21:00:00,22,23
一般,捷運,R8,三多商圈站,20210622 21:15:00,15,9
一般,捷運,R8,三多商圈站,20210622 21:30:00,10,9
一般,捷運,R8,三多商圈站,20210622 21:45:00,3,7
一般,捷運,R8,三多商圈站,20210622 22:00:00,4,16
一般,捷運,R8,三多商圈站,20210622 22:15:00,7,5
一般,捷運,R8,三多商圈站,20210622 22:30:00,5,9
一般,捷運,R8,三多商圈站,20210622 22:45:00,2,5
一般,捷運,R8,三多商圈站,20210622 23:00:00,5,3
一般,捷運,R8,三多商圈站,20210622 23:15:00,0,3
一般,捷運,R7,獅甲站,20210622 05:45:00,2,0
一般,捷運,R7,獅甲站,20210622 06:00:00,9,0
一般,捷運,R7,獅甲站,20210622 06:15:00,9,2
一般,捷運,R7,獅甲站,20210622 06:30:00,12,5
一般,捷運,R7,獅甲站,20210622 06:45:00,15,6
一般,捷運,R7,獅甲站,20210622 07:00:00,23,18
一般,捷運,R7,獅甲站,20210622 07:15:00,17,24
一般,捷運,R7,獅甲站,20210622 07:30:00,24,43
一般,捷運,R7,獅甲站,20210622 07:45:00,18,53
一般,捷運,R7,獅甲站,20210622 08:00:00,12,68
一般,捷運,R7,獅甲站,20210622 08:15:00,7,61
一般,捷運,R7,獅甲站,20210622 08:30:00,10,55
一般,捷運,R7,獅甲站,20210622 08:45:00,12,35
一般,捷運,R7,獅甲站,20210622 09:00:00,3,15
一般,捷運,R7,獅甲站,20210622 09:15:00,6,12
一般,捷運,R7,獅甲站,20210622 09:30:00,7,15
一般,捷運,R7,獅甲站,20210622 09:45:00,2,5
一般,捷運,R7,獅甲站,20210622 10:00:00,9,8
一般,捷運,R7,獅甲站,20210622 10:15:00,2,5
一般,捷運,R7,獅甲站,20210622 10:30:00,11,7
一般,捷運,R7,獅甲站,20210622 10:45:00,8,3
一般,捷運,R7,獅甲站,20210622 11:00:00,1,8
一般,捷運,R7,獅甲站,20210622 11:15:00,3,3
一般,捷運,R7,獅甲站,20210622 11:30:00,4,8
一般,捷運,R7,獅甲站,20210622 11:45:00,7,9
一般,捷運,R7,獅甲站,20210622 12:00:00,11,17
一般,捷運,R7,獅甲站,20210622 12:15:00,7,2
一般,捷運,R7,獅甲站,20210622 12:30:00,6,12
一般,捷運,R7,獅甲站,20210622 12:45:00,4,2
一般,捷運,R7,獅甲站,20210622 13:00:00,8,9
一般,捷運,R7,獅甲站,20210622 13:15:00,2,3
一般,捷運,R7,獅甲站,20210622 13:30:00,4,6
一般,捷運,R7,獅甲站,20210622 13:45:00,1,5
一般,捷運,R7,獅甲站,20210622 14:00:00,4,11
一般,捷運,R7,獅甲站,20210622 14:15:00,6,4
一般,捷運,R7,獅甲站,20210622 14:30:00,4,6
一般,捷運,R7,獅甲站,20210622 14:45:00,1,5
一般,捷運,R7,獅甲站,20210622 15:00:00,6,8
一般,捷運,R7,獅甲站,20210622 15:15:00,1,4
一般,捷運,R7,獅甲站,20210622 15:30:00,5,8
一般,捷運,R7,獅甲站,20210622 15:45:00,3,7
一般,捷運,R7,獅甲站,20210622 16:00:00,5,6
一般,捷運,R7,獅甲站,20210622 16:15:00,6,4
一般,捷運,R7,獅甲站,20210622 16:30:00,17,9
一般,捷運,R7,獅甲站,20210622 16:45:00,11,9
一般,捷運,R7,獅甲站,20210622 17:00:00,34,13
一般,捷運,R7,獅甲站,20210622 17:15:00,43,15
一般,捷運,R7,獅甲站,20210622 17:30:00,51,27
一般,捷運,R7,獅甲站,20210622 17:45:00,70,28
一般,捷運,R7,獅甲站,20210622 18:00:00,40,19
一般,捷運,R7,獅甲站,20210622 18:15:00,49,26
一般,捷運,R7,獅甲站,20210622 18:30:00,34,14
一般,捷運,R7,獅甲站,20210622 18:45:00,33,8
一般,捷運,R7,獅甲站,20210622 19:00:00,21,15
一般,捷運,R7,獅甲站,20210622 19:15:00,13,8
一般,捷運,R7,獅甲站,20210622 19:30:00,9,5
一般,捷運,R7,獅甲站,20210622 19:45:00,6,6
一般,捷運,R7,獅甲站,20210622 20:00:00,6,6
一般,捷運,R7,獅甲站,20210622 20:15:00,10,4
一般,捷運,R7,獅甲站,20210622 20:30:00,5,10
一般,捷運,R7,獅甲站,20210622 20:45:00,0,2
一般,捷運,R7,獅甲站,20210622 21:00:00,8,8
一般,捷運,R7,獅甲站,20210622 21:15:00,3,2
一般,捷運,R7,獅甲站,20210622 21:30:00,2,1
一般,捷運,R7,獅甲站,20210622 21:45:00,4,0
一般,捷運,R7,獅甲站,20210622 22:00:00,1,4
一般,捷運,R7,獅甲站,20210622 22:15:00,3,2
一般,捷運,R7,獅甲站,20210622 22:30:00,1,2
一般,捷運,R7,獅甲站,20210622 22:45:00,1,3
一般,捷運,R7,獅甲站,20210622 23:00:00,2,1
一般,捷運,R7,獅甲站,20210622 23:30:00,0,1
一般,捷運,R23,橋頭火車站,20210622 05:45:00,3,0
一般,捷運,R23,橋頭火車站,20210622 06:00:00,8,0
一般,捷運,R23,橋頭火車站,20210622 06:15:00,13,2
一般,捷運,R23,橋頭火車站,20210622 06:30:00,19,5
一般,捷運,R23,橋頭火車站,20210622 06:45:00,18,13
一般,捷運,R23,橋頭火車站,20210622 07:00:00,22,18
一般,捷運,R23,橋頭火車站,20210622 07:15:00,56,22
一般,捷運,R23,橋頭火車站,20210622 07:30:00,47,13
一般,捷運,R23,橋頭火車站,20210622 07:45:00,20,10
一般,捷運,R23,橋頭火車站,20210622 08:00:00,16,7
一般,捷運,R23,橋頭火車站,20210622 08:15:00,16,8
一般,捷運,R23,橋頭火車站,20210622 08:30:00,5,13
一般,捷運,R23,橋頭火車站,20210622 08:45:00,9,2
一般,捷運,R23,橋頭火車站,20210622 09:00:00,10,4
一般,捷運,R23,橋頭火車站,20210622 09:15:00,1,4
一般,捷運,R23,橋頭火車站,20210622 09:30:00,6,5
